년도,분기,광역시도,시군구,업종,값(퍼센트(％))
3년 생존율,2,서울,구로구,외식업,35.7
5년 생존율,2,서울,구로구,외식업,25.2
1년 생존율,3,서울,구로구,서비스업,78.1
3년 생존율,3,서울,구로구,서비스업,54
5년 생존율,3,서울,구로구,서비스업,41.4
1년 생존율,3,서울,구로구,소매업,78.5
3년 생존율,3,서울,구로구,소매업,54.3
5년 생존율,3,서울,구로구,소매업,44.3
1년 생존율,3,서울,구로구,외식업,67.9
3년 생존율,3,서울,구로구,외식업,34
5년 생존율,3,서울,구로구,외식업,26.1
1년 생존율,4,서울,구로구,서비스업,79.1
3년 생존율,4,서울,구로구,서비스업,55.2
5년 생존율,4,서울,구로구,서비스업,42.9
1년 생존율,4,서울,구로구,소매업,78
3년 생존율,4,서울,구로구,소매업,55.4
5년 생존율,4,서울,구로구,소매업,44.7
1년 생존율,4,서울,구로구,외식업,68.3
3년 생존율,4,서울,구로구,외식업,35.4
5년 생존율,4,서울,구로구,외식업,25.8
1년 생존율,1,서울,구로구,서비스업,79.9
3년 생존율,1,서울,구로구,서비스업,59.6
5년 생존율,1,서울,구로구,서비스업,42.7
1년 생존율,1,서울,구로구,소매업,77.9
3년 생존율,1,서울,구로구,소매업,55.7
5년 생존율,1,서울,구로구,소매업,43.7
1년 생존율,1,서울,구로구,외식업,67.8
3년 생존율,1,서울,구로구,외식업,35.8
5년 생존율,1,서울,구로구,외식업,26.6
1년 생존율,2,서울,구로구,서비스업,78.7
3년 생존율,2,서울,구로구,서비스업,56.1
5년 생존율,2,서울,구로구,서비스업,43.3
1년 생존율,2,서울,구로구,소매업,76.4
3년 생존율,2,서울,구로구,소매업,56.5
5년 생존율,2,서울,구로구,소매업,44.3
1년 생존율,2,서울,구로구,외식업,69.1
3년 생존율,2,서울,구로구,외식업,36.2
5년 생존율,2,서울,구로구,외식업,26
1년 생존율,3,서울,구로구,서비스업,79.2
3년 생존율,3,서울,구로구,서비스업,56.5
5년 생존율,3,서울,구로구,서비스업,42.2
1년 생존율,3,서울,구로구,소매업,77
3년 생존율,3,서울,구로구,소매업,57.9
5년 생존율,3,서울,구로구,소매업,45.1
1년 생존율,3,서울,구로구,외식업,68.2
3년 생존율,3,서울,구로구,외식업,38.3
5년 생존율,3,서울,구로구,외식업,22.9
1년 생존율,4,서울,구로구,서비스업,77.5
3년 생존율,4,서울,구로구,서비스업,56.2
5년 생존율,4,서울,구로구,서비스업,39.7
1년 생존율,4,서울,구로구,소매업,75.4
3년 생존율,4,서울,구로구,소매업,56.8
5년 생존율,4,서울,구로구,소매업,44.1
1년 생존율,4,서울,구로구,외식업,67.7
3년 생존율,4,서울,구로구,외식업,38.1
5년 생존율,4,서울,구로구,외식업,22
1년 생존율,1,서울,구로구,서비스업,78.3
3년 생존율,1,서울,구로구,서비스업,54.1
5년 생존율,1,서울,구로구,서비스업,38.6
1년 생존율,1,서울,구로구,소매업,76.7
3년 생존율,1,서울,구로구,소매업,57.8
5년 생존율,1,서울,구로구,소매업,43.8
1년 생존율,1,서울,구로구,외식업,68.9
3년 생존율,1,서울,구로구,외식업,39.3
5년 생존율,1,서울,구로구,외식업,22.9
1년 생존율,2,서울,구로구,서비스업,78.7
3년 생존율,2,서울,구로구,서비스업,56.4
5년 생존율,2,서울,구로구,서비스업,41.8
1년 생존율,2,서울,구로구,소매업,77.5
3년 생존율,2,서울,구로구,소매업,56.3
5년 생존율,2,서울,구로구,소매업,44.1
1년 생존율,2,서울,구로구,외식업,69.6
3년 생존율,2,서울,구로구,외식업,39.6
5년 생존율,2,서울,구로구,외식업,21.6
1년 생존율,3,서울,구로구,서비스업,79.2
3년 생존율,3,서울,구로구,서비스업,54.7
5년 생존율,3,서울,구로구,서비스업,43.2
1년 생존율,3,서울,구로구,소매업,79.2
3년 생존율,3,서울,구로구,소매업,56.4
5년 생존율,3,서울,구로구,소매업,42.4
1년 생존율,3,서울,구로구,외식업,71.3
3년 생존율,3,서울,구로구,외식업,41.2
5년 생존율,3,서울,구로구,외식업,21.5
1년 생존율,4,서울,구로구,서비스업,77.1
3년 생존율,4,서울,구로구,서비스업,55
5년 생존율,4,서울,구로구,서비스업,44.6
1년 생존율,4,서울,구로구,소매업,78.3
3년 생존율,4,서울,구로구,소매업,55.7
5년 생존율,4,서울,구로구,소매업,42.7
1년 생존율,4,서울,구로구,외식업,70.4
3년 생존율,4,서울,구로구,외식업,40
5년 생존율,4,서울,구로구,외식업,22.9
1년 생존율,1,서울,구로구,서비스업,76.1
3년 생존율,1,서울,구로구,서비스업,55.1
5년 생존율,1,서울,구로구,서비스업,47
1년 생존율,1,서울,구로구,소매업,76.7
3년 생존율,1,서울,구로구,소매업,55.7
5년 생존율,1,서울,구로구,소매업,43.6
1년 생존율,1,서울,구로구,외식업,71.4
3년 생존율,1,서울,구로구,외식업,40.3
5년 생존율,1,서울,구로구,외식업,22.3
1년 생존율,2,서울,구로구,서비스업,75.7
3년 생존율,2,서울,구로구,서비스업,53.6
5년 생존율,2,서울,구로구,서비스업,44.2
1년 생존율,2,서울,구로구,소매업,73.8
3년 생존율,2,서울,구로구,소매업,53
5년 생존율,2,서울,구로구,소매업,44.7
1년 생존율,2,서울,구로구,외식업,70.1
3년 생존율,2,서울,구로구,외식업,38.3
5년 생존율,2,서울,구로구,외식업,24
1년 생존율,3,서울,구로구,서비스업,75.8
3년 생존율,3,서울,구로구,서비스업,54.1
5년 생존율,3,서울,구로구,서비스업,44.4
1년 생존율,3,서울,구로구,소매업,76.6
3년 생존율,3,서울,구로구,소매업,53.2
5년 생존율,3,서울,구로구,소매업,45.7
1년 생존율,3,서울,구로구,외식업,68.9
3년 생존율,3,서울,구로구,외식업,37.7
5년 생존율,3,서울,구로구,외식업,25.8
1년 생존율,4,서울,구로구,서비스업,78.7
3년 생존율,4,서울,구로구,서비스업,56.1
5년 생존율,4,서울,구로구,서비스업,44.9
1년 생존율,4,서울,구로구,소매업,78.2
3년 생존율,4,서울,구로구,소매업,56.9
5년 생존율,4,서울,구로구,소매업,44.4
1년 생존율,4,서울,구로구,외식업,65.6
3년 생존율,4,서울,구로구,외식업,38.1
5년 생존율,4,서울,구로구,외식업,24.4
1년 생존율,1,서울,구로구,서비스업,79.4
3년 생존율,1,서울,구로구,서비스업,55.4
5년 생존율,1,서울,구로구,서비스업,45.7
1년 생존율,1,서울,구로구,소매업,78.6
3년 생존율,1,서울,구로구,소매업,56.6
5년 생존율,1,서울,구로구,소매업,47
1년 생존율,1,서울,구로구,외식업,68.4
3년 생존율,1,서울,구로구,외식업,40.2
5년 생존율,1,서울,구로구,외식업,30.2
1년 생존율,2,서울,구로구,서비스업,79.3
3년 생존율,2,서울,구로구,서비스업,55.3
5년 생존율,2,서울,구로구,서비스업,44.3
1년 생존율,2,서울,구로구,소매업,78.5
3년 생존율,2,서울,구로구,소매업,56.7
5년 생존율,2,서울,구로구,소매업,45.8
1년 생존율,2,서울,구로구,외식업,68.4
3년 생존율,2,서울,구로구,외식업,40.3
5년 생존율,2,서울,구로구,외식업,29.4
1년 생존율,3,서울,구로구,서비스업,79.3
3년 생존율,3,서울,구로구,서비스업,55.3
5년 생존율,3,서울,구로구,서비스업,43.4
1년 생존율,3,서울,구로구,소매업,78.5
3년 생존율,3,서울,구로구,소매업,56.7
5년 생존율,3,서울,구로구,소매업,44.6
1년 생존율,3,서울,구로구,외식업,68.4
3년 생존율,3,서울,구로구,외식업,40.3
5년 생존율,3,서울,구로구,외식업,28.9
1년 생존율,1,서울,금천구,서비스업,78.9
3년 생존율,1,서울,금천구,서비스업,57.2
5년 생존율,1,서울,금천구,서비스업,39.2
1년 생존율,1,서울,금천구,소매업,77.8
3년 생존율,1,서울,금천구,소매업,56.7
5년 생존율,1,서울,금천구,소매업,44.3
1년 생존율,1,서울,금천구,외식업,65.5
3년 생존율,1,서울,금천구,외식업,36
5년 생존율,1,서울,금천구,외식업,28
1년 생존율,2,서울,금천구,서비스업,79.4
3년 생존율,2,서울,금천구,서비스업,58
5년 생존율,2,서울,금천구,서비스업,39.4
1년 생존율,2,서울,금천구,소매업,80.5
3년 생존율,2,서울,금천구,소매업,56.1
5년 생존율,2,서울,금천구,소매업,43.6
1년 생존율,2,서울,금천구,외식업,62.8
3년 생존율,2,서울,금천구,외식업,35.4
5년 생존율,2,서울,금천구,외식업,26.5
1년 생존율,3,서울,금천구,서비스업,82
3년 생존율,3,서울,금천구,서비스업,56.8
5년 생존율,3,서울,금천구,서비스업,41
1년 생존율,3,서울,금천구,소매업,81.5
3년 생존율,3,서울,금천구,소매업,57.7
5년 생존율,3,서울,금천구,소매업,44
1년 생존율,3,서울,금천구,외식업,63.4
3년 생존율,3,서울,금천구,외식업,34.6
5년 생존율,3,서울,금천구,외식업,26.2
1년 생존율,4,서울,금천구,서비스업,81.7
3년 생존율,4,서울,금천구,서비스업,56.2
5년 생존율,4,서울,금천구,서비스업,41.2
1년 생존율,4,서울,금천구,소매업,80.8
3년 생존율,4,서울,금천구,소매업,57.3
5년 생존율,4,서울,금천구,소매업,41.6
1년 생존율,4,서울,금천구,외식업,65.3
3년 생존율,4,서울,금천구,외식업,36.6
5년 생존율,4,서울,금천구,외식업,24.6
1년 생존율,1,서울,금천구,서비스업,79.5
3년 생존율,1,서울,금천구,서비스업,57.7
5년 생존율,1,서울,금천구,서비스업,41.6
1년 생존율,1,서울,금천구,소매업,80.4
3년 생존율,1,서울,금천구,소매업,58.5
5년 생존율,1,서울,금천구,소매업,42.3
1년 생존율,1,서울,금천구,외식업,65.5
3년 생존율,1,서울,금천구,외식업,37.2
5년 생존율,1,서울,금천구,외식업,23.3
1년 생존율,2,서울,금천구,서비스업,78.1
3년 생존율,2,서울,금천구,서비스업,60.5
5년 생존율,2,서울,금천구,서비스업,42.2
1년 생존율,2,서울,금천구,소매업,80.3
3년 생존율,2,서울,금천구,소매업,55.3
5년 생존율,2,서울,금천구,소매업,43.4
1년 생존율,2,서울,금천구,외식업,66.1
3년 생존율,2,서울,금천구,외식업,37.6
5년 생존율,2,서울,금천구,외식업,24.7
1년 생존율,3,서울,금천구,서비스업,77.7
3년 생존율,3,서울,금천구,서비스업,62
5년 생존율,3,서울,금천구,서비스업,42
1년 생존율,3,서울,금천구,소매업,79.9
3년 생존율,3,서울,금천구,소매업,56
5년 생존율,3,서울,금천구,소매업,42.9
1년 생존율,3,서울,금천구,외식업,67.2
3년 생존율,3,서울,금천구,외식업,35.7
5년 생존율,3,서울,금천구,외식업,25.1
1년 생존율,4,서울,금천구,서비스업,78.1
3년 생존율,4,서울,금천구,서비스업,59.4
5년 생존율,4,서울,금천구,서비스업,41
1년 생존율,4,서울,금천구,소매업,77.5
3년 생존율,4,서울,금천구,소매업,54.8
5년 생존율,4,서울,금천구,소매업,42.5
1년 생존율,4,서울,금천구,외식업,68.4
3년 생존율,4,서울,금천구,외식업,35
5년 생존율,4,서울,금천구,외식업,25.2
1년 생존율,1,서울,금천구,서비스업,80.7
3년 생존율,1,서울,금천구,서비스업,56.3
5년 생존율,1,서울,금천구,서비스업,44.1
1년 생존율,1,서울,금천구,소매업,78.6
3년 생존율,1,서울,금천구,소매업,54.8
5년 생존율,1,서울,금천구,소매업,41.3
1년 생존율,1,서울,금천구,외식업,68.8
3년 생존율,1,서울,금천구,외식업,35.5
5년 생존율,1,서울,금천구,외식업,25.1
1년 생존율,2,서울,금천구,서비스업,79.9
3년 생존율,2,서울,금천구,서비스업,57.3
5년 생존율,2,서울,금천구,서비스업,44.7
1년 생존율,2,서울,금천구,소매업,78.6
3년 생존율,2,서울,금천구,소매업,58.7
5년 생존율,2,서울,금천구,소매업,42.4
1년 생존율,2,서울,금천구,외식업,68
3년 생존율,2,서울,금천구,외식업,35
5년 생존율,2,서울,금천구,외식업,25.9
1년 생존율,3,서울,금천구,서비스업,79.3
3년 생존율,3,서울,금천구,서비스업,56.8
5년 생존율,3,서울,금천구,서비스업,45.3
1년 생존율,3,서울,금천구,소매업,79.7
3년 생존율,3,서울,금천구,소매업,58.6
5년 생존율,3,서울,금천구,소매업,43.8
1년 생존율,3,서울,금천구,외식업,68.2
3년 생존율,3,서울,금천구,외식업,35.4
5년 생존율,3,서울,금천구,외식업,23.9
1년 생존율,4,서울,금천구,서비스업,77.8
3년 생존율,4,서울,금천구,서비스업,56.4
5년 생존율,4,서울,금천구,서비스업,45.6
1년 생존율,4,서울,금천구,소매업,78.3
3년 생존율,4,서울,금천구,소매업,58.9
5년 생존율,4,서울,금천구,소매업,44.6
1년 생존율,4,서울,금천구,외식업,66.6
3년 생존율,4,서울,금천구,외식업,38.1
5년 생존율,4,서울,금천구,외식업,23.3
1년 생존율,1,서울,금천구,서비스업,75.5
3년 생존율,1,서울,금천구,서비스업,57.2
5년 생존율,1,서울,금천구,서비스업,47.6
1년 생존율,1,서울,금천구,소매업,76.5
3년 생존율,1,서울,금천구,소매업,58.3
5년 생존율,1,서울,금천구,소매업,46.7
1년 생존율,1,서울,금천구,외식업,67.9
3년 생존율,1,서울,금천구,외식업,37.7
5년 생존율,1,서울,금천구,외식업,22
1년 생존율,2,서울,금천구,서비스업,76.8
3년 생존율,2,서울,금천구,서비스업,55.6
5년 생존율,2,서울,금천구,서비스업,49.4
1년 생존율,2,서울,금천구,소매업,76.6
3년 생존율,2,서울,금천구,소매업,55.8
5년 생존율,2,서울,금천구,소매업,44.2
1년 생존율,2,서울,금천구,외식업,70.7
3년 생존율,2,서울,금천구,외식업,38.1
5년 생존율,2,서울,금천구,외식업,20.8
1년 생존율,3,서울,금천구,서비스업,79.4
3년 생존율,3,서울,금천구,서비스업,56.3
5년 생존율,3,서울,금천구,서비스업,48.9
1년 생존율,3,서울,금천구,소매업,77.4
3년 생존율,3,서울,금천구,소매업,55.4
5년 생존율,3,서울,금천구,소매업,44.4
1년 생존율,3,서울,금천구,외식업,73
3년 생존율,3,서울,금천구,외식업,39.8
5년 생존율,3,서울,금천구,외식업,21.9
1년 생존율,4,서울,금천구,서비스업,79.7
3년 생존율,4,서울,금천구,서비스업,59.2
5년 생존율,4,서울,금천구,서비스업,47.2
1년 생존율,4,서울,금천구,소매업,77.3
3년 생존율,4,서울,금천구,소매업,54.7
5년 생존율,4,서울,금천구,소매업,44
1년 생존율,4,서울,금천구,외식업,66.8
3년 생존율,4,서울,금천구,외식업,35.1
5년 생존율,4,서울,금천구,외식업,22.2
1년 생존율,1,서울,금천구,서비스업,82
3년 생존율,1,서울,금천구,서비스업,57
5년 생존율,1,서울,금천구,서비스업,50.2
1년 생존율,1,서울,금천구,소매업,81.5
3년 생존율,1,서울,금천구,소매업,60.3
5년 생존율,1,서울,금천구,소매업,49.9
1년 생존율,1,서울,금천구,외식업,65.3
3년 생존율,1,서울,금천구,외식업,38
5년 생존율,1,서울,금천구,외식업,28.4
1년 생존율,2,서울,금천구,서비스업,82.2
3년 생존율,2,서울,금천구,서비스업,57.1
5년 생존율,2,서울,금천구,서비스업,49.1
1년 생존율,2,서울,금천구,소매업,81.4
3년 생존율,2,서울,금천구,소매업,60.2
5년 생존율,2,서울,금천구,소매업,48.8
1년 생존율,2,서울,금천구,외식업,65.4
3년 생존율,2,서울,금천구,외식업,38.2
5년 생존율,2,서울,금천구,외식업,27.4
1년 생존율,3,서울,금천구,서비스업,82.2
3년 생존율,3,서울,금천구,서비스업,57
5년 생존율,3,서울,금천구,서비스업,48.7
1년 생존율,3,서울,금천구,소매업,81.4
3년 생존율,3,서울,금천구,소매업,60.2
5년 생존율,3,서울,금천구,소매업,47.6
1년 생존율,3,서울,금천구,외식업,65.4
3년 생존율,3,서울,금천구,외식업,38.2
5년 생존율,3,서울,금천구,외식업,26.5
1년 생존율,1,서울,노원구,서비스업,76.2
3년 생존율,1,서울,노원구,서비스업,48.3
5년 생존율,1,서울,노원구,서비스업,38.4
1년 생존율,1,서울,노원구,소매업,75.2
3년 생존율,1,서울,노원구,소매업,49.5
5년 생존율,1,서울,노원구,소매업,37.9
1년 생존율,1,서울,노원구,외식업,72.9
3년 생존율,1,서울,노원구,외식업,41.4
5년 생존율,1,서울,노원구,외식업,26.9
1년 생존율,2,서울,노원구,서비스업,78.3
3년 생존율,2,서울,노원구,서비스업,49
5년 생존율,2,서울,노원구,서비스업,36
1년 생존율,2,서울,노원구,소매업,75.6
3년 생존율,2,서울,노원구,소매업,48.2
5년 생존율,2,서울,노원구,소매업,37.8
1년 생존율,2,서울,노원구,외식업,72.6
3년 생존율,2,서울,노원구,외식업,41.7
5년 생존율,2,서울,노원구,외식업,25.7
1년 생존율,3,서울,노원구,서비스업,80.6
3년 생존율,3,서울,노원구,서비스업,50.8
5년 생존율,3,서울,노원구,서비스업,36.8
1년 생존율,3,서울,노원구,소매업,75.5
3년 생존율,3,서울,노원구,소매업,46.9
5년 생존율,3,서울,노원구,소매업,37.1
1년 생존율,3,서울,노원구,외식업,70.5
3년 생존율,3,서울,노원구,외식업,41.1
5년 생존율,3,서울,노원구,외식업,26.1
1년 생존율,4,서울,노원구,서비스업,80.7
3년 생존율,4,서울,노원구,서비스업,51.7
5년 생존율,4,서울,노원구,서비스업,35.2
1년 생존율,4,서울,노원구,소매업,75
3년 생존율,4,서울,노원구,소매업,48.1
5년 생존율,4,서울,노원구,소매업,37.6
1년 생존율,4,서울,노원구,외식업,68
3년 생존율,4,서울,노원구,외식업,41.7
5년 생존율,4,서울,노원구,외식업,26.7
1년 생존율,1,서울,노원구,서비스업,80.5
3년 생존율,1,서울,노원구,서비스업,54.7
5년 생존율,1,서울,노원구,서비스업,37.2
1년 생존율,1,서울,노원구,소매업,73.9
3년 생존율,1,서울,노원구,소매업,50
5년 생존율,1,서울,노원구,소매업,35.1
1년 생존율,1,서울,노원구,외식업,68.2
3년 생존율,1,서울,노원구,외식업,42.7
5년 생존율,1,서울,노원구,외식업,26.6
1년 생존율,2,서울,노원구,서비스업,79.7
3년 생존율,2,서울,노원구,서비스업,54.8
5년 생존율,2,서울,노원구,서비스업,38.8
1년 생존율,2,서울,노원구,소매업,73.4
3년 생존율,2,서울,노원구,소매업,51.1
5년 생존율,2,서울,노원구,소매업,34.8
1년 생존율,2,서울,노원구,외식업,68.9
3년 생존율,2,서울,노원구,외식업,41.1
5년 생존율,2,서울,노원구,외식업,27
1년 생존율,3,서울,노원구,서비스업,78.2
3년 생존율,3,서울,노원구,서비스업,54.9
5년 생존율,3,서울,노원구,서비스업,38.5
1년 생존율,3,서울,노원구,소매업,74.2
3년 생존율,3,서울,노원구,소매업,52.8
5년 생존율,3,서울,노원구,소매업,35.6
1년 생존율,3,서울,노원구,외식업,69.5
3년 생존율,3,서울,노원구,외식업,42.6
5년 생존율,3,서울,노원구,외식업,27
1년 생존율,4,서울,노원구,서비스업,78.3
3년 생존율,4,서울,노원구,서비스업,54
5년 생존율,4,서울,노원구,서비스업,38.5
1년 생존율,4,서울,노원구,소매업,72.7
3년 생존율,4,서울,노원구,소매업,52.9
5년 생존율,4,서울,노원구,소매업,33.6
1년 생존율,4,서울,노원구,외식업,69.9
3년 생존율,4,서울,노원구,외식업,42.9
5년 생존율,4,서울,노원구,외식업,26.1
1년 생존율,1,서울,노원구,서비스업,77.9
3년 생존율,1,서울,노원구,서비스업,53
5년 생존율,1,서울,노원구,서비스업,36.9
1년 생존율,1,서울,노원구,소매업,73.8
3년 생존율,1,서울,노원구,소매업,52.8
5년 생존율,1,서울,노원구,소매업,35.9
1년 생존율,1,서울,노원구,외식업,70.6
3년 생존율,1,서울,노원구,외식업,41.6
5년 생존율,1,서울,노원구,외식업,26
1년 생존율,2,서울,노원구,서비스업,78.6
3년 생존율,2,서울,노원구,서비스업,54.8
5년 생존율,2,서울,노원구,서비스업,37.7
1년 생존율,2,서울,노원구,소매업,74.4
3년 생존율,2,서울,노원구,소매업,53.7
5년 생존율,2,서울,노원구,소매업,34.5
1년 생존율,2,서울,노원구,외식업,68.5
3년 생존율,2,서울,노원구,외식업,41.6
5년 생존율,2,서울,노원구,외식업,27.5
1년 생존율,3,서울,노원구,서비스업,78.7
3년 생존율,3,서울,노원구,서비스업,57
5년 생존율,3,서울,노원구,서비스업,38.3
1년 생존율,3,서울,노원구,소매업,75.3
3년 생존율,3,서울,노원구,소매업,50.7
5년 생존율,3,서울,노원구,소매업,35.4
1년 생존율,3,서울,노원구,외식업,68
3년 생존율,3,서울,노원구,외식업,41.4
5년 생존율,3,서울,노원구,외식업,28
1년 생존율,4,서울,노원구,서비스업,75.2
3년 생존율,4,서울,노원구,서비스업,57
5년 생존율,4,서울,노원구,서비스업,38.6
1년 생존율,4,서울,노원구,소매업,73.4
3년 생존율,4,서울,노원구,소매업,50
5년 생존율,4,서울,노원구,소매업,35.8
1년 생존율,4,서울,노원구,외식업,69
3년 생존율,4,서울,노원구,외식업,40.2
5년 생존율,4,서울,노원구,외식업,28.9
1년 생존율,1,서울,노원구,서비스업,75.9
3년 생존율,1,서울,노원구,서비스업,57.1
5년 생존율,1,서울,노원구,서비스업,41.4
1년 생존율,1,서울,노원구,소매업,72.1
3년 생존율,1,서울,노원구,소매업,50
5년 생존율,1,서울,노원구,소매업,37
1년 생존율,1,서울,노원구,외식업,70
3년 생존율,1,서울,노원구,외식업,41.7
5년 생존율,1,서울,노원구,외식업,28.8
1년 생존율,2,서울,노원구,서비스업,76.8
3년 생존율,2,서울,노원구,서비스업,56.4
5년 생존율,2,서울,노원구,서비스업,41.6
1년 생존율,2,서울,노원구,소매업,71.9
3년 생존율,2,서울,노원구,소매업,48.3
5년 생존율,2,서울,노원구,소매업,38.9
1년 생존율,2,서울,노원구,외식업,70.5
3년 생존율,2,서울,노원구,외식업,43.3
5년 생존율,2,서울,노원구,외식업,28
1년 생존율,3,서울,노원구,서비스업,79.1
3년 생존율,3,서울,노원구,서비스업,55.1
5년 생존율,3,서울,노원구,서비스업,42
1년 생존율,3,서울,노원구,소매업,71.4
3년 생존율,3,서울,노원구,소매업,49.8
5년 생존율,3,서울,노원구,소매업,41.6
1년 생존율,3,서울,노원구,외식업,70.4
3년 생존율,3,서울,노원구,외식업,43.2
5년 생존율,3,서울,노원구,외식업,27.9
1년 생존율,4,서울,노원구,서비스업,76.3
3년 생존율,4,서울,노원구,서비스업,54
5년 생존율,4,서울,노원구,서비스업,41.4
1년 생존율,4,서울,노원구,소매업,74.4
3년 생존율,4,서울,노원구,소매업,53.1
5년 생존율,4,서울,노원구,소매업,41.1
1년 생존율,4,서울,노원구,외식업,72.2
3년 생존율,4,서울,노원구,외식업,43.1
5년 생존율,4,서울,노원구,외식업,27.5
1년 생존율,1,서울,노원구,서비스업,80.7
3년 생존율,1,서울,노원구,서비스업,56.9
5년 생존율,1,서울,노원구,서비스업,47.6
1년 생존율,1,서울,노원구,소매업,74.9
3년 생존율,1,서울,노원구,소매업,50.4
5년 생존율,1,서울,노원구,소매업,39.9
1년 생존율,1,서울,노원구,외식업,68.6
3년 생존율,1,서울,노원구,외식업,41
5년 생존율,1,서울,노원구,외식업,31.3
1년 생존율,2,서울,노원구,서비스업,80.7
3년 생존율,2,서울,노원구,서비스업,56.9
5년 생존율,2,서울,노원구,서비스업,46.3
1년 생존율,2,서울,노원구,소매업,75.1
3년 생존율,2,서울,노원구,소매업,50.4
5년 생존율,2,서울,노원구,소매업,39.1
1년 생존율,2,서울,노원구,외식업,68.4
3년 생존율,2,서울,노원구,외식업,40.9
5년 생존율,2,서울,노원구,외식업,29.8
1년 생존율,3,서울,노원구,서비스업,80.7
3년 생존율,3,서울,노원구,서비스업,56.9
5년 생존율,3,서울,노원구,서비스업,45.7
1년 생존율,3,서울,노원구,소매업,75
3년 생존율,3,서울,노원구,소매업,50.4
5년 생존율,3,서울,노원구,소매업,38.5
1년 생존율,3,서울,노원구,외식업,68.4
3년 생존율,3,서울,노원구,외식업,40.9
5년 생존율,3,서울,노원구,외식업,29.1
1년 생존율,1,서울,도봉구,서비스업,74.1
3년 생존율,1,서울,도봉구,서비스업,50.6
5년 생존율,1,서울,도봉구,서비스업,39.1
1년 생존율,1,서울,도봉구,소매업,71.7
3년 생존율,1,서울,도봉구,소매업,49.7
5년 생존율,1,서울,도봉구,소매업,37.5
1년 생존율,1,서울,도봉구,외식업,64.3
3년 생존율,1,서울,도봉구,외식업,35.9
5년 생존율,1,서울,도봉구,외식업,22.8
1년 생존율,2,서울,도봉구,서비스업,76.4
3년 생존율,2,서울,도봉구,서비스업,50.2
5년 생존율,2,서울,도봉구,서비스업,42.9
1년 생존율,2,서울,도봉구,소매업,72.4
3년 생존율,2,서울,도봉구,소매업,45.8
5년 생존율,2,서울,도봉구,소매업,37.8
1년 생존율,2,서울,도봉구,외식업,67.5
3년 생존율,2,서울,도봉구,외식업,34.8
5년 생존율,2,서울,도봉구,외식업,23.5
1년 생존율,3,서울,도봉구,서비스업,76.9
3년 생존율,3,서울,도봉구,서비스업,49.7
5년 생존율,3,서울,도봉구,서비스업,42.9
1년 생존율,3,서울,도봉구,소매업,73.3
3년 생존율,3,서울,도봉구,소매업,48.5
5년 생존율,3,서울,도봉구,소매업,38.4
1년 생존율,3,서울,도봉구,외식업,66.7
3년 생존율,3,서울,도봉구,외식업,34.9
5년 생존율,3,서울,도봉구,외식업,23.8
1년 생존율,4,서울,도봉구,서비스업,77.7
3년 생존율,4,서울,도봉구,서비스업,49.4
5년 생존율,4,서울,도봉구,서비스업,41.7
1년 생존율,4,서울,도봉구,소매업,71
3년 생존율,4,서울,도봉구,소매업,46.4
5년 생존율,4,서울,도봉구,소매업,36.6
1년 생존율,4,서울,도봉구,외식업,67.1
3년 생존율,4,서울,도봉구,외식업,33.6
5년 생존율,4,서울,도봉구,외식업,25.8
1년 생존율,1,서울,도봉구,서비스업,75.2
3년 생존율,1,서울,도봉구,서비스업,54.5
5년 생존율,1,서울,도봉구,서비스업,42.9
1년 생존율,1,서울,도봉구,소매업,72.2
3년 생존율,1,서울,도봉구,소매업,45.8
5년 생존율,1,서울,도봉구,소매업,36.1
1년 생존율,1,서울,도봉구,외식업,65.8
3년 생존율,1,서울,도봉구,외식업,36.1
5년 생존율,1,서울,도봉구,외식업,23.8
1년 생존율,2,서울,도봉구,서비스업,75
3년 생존율,2,서울,도봉구,서비스업,54.3
5년 생존율,2,서울,도봉구,서비스업,42.2
1년 생존율,2,서울,도봉구,소매업,72.1
3년 생존율,2,서울,도봉구,소매업,48.8
5년 생존율,2,서울,도봉구,소매업,37.7
1년 생존율,2,서울,도봉구,외식업,68.4
3년 생존율,2,서울,도봉구,외식업,34.7
5년 생존율,2,서울,도봉구,외식업,23.5
1년 생존율,3,서울,도봉구,서비스업,75.3
3년 생존율,3,서울,도봉구,서비스업,56
5년 생존율,3,서울,도봉구,서비스업,42.5
1년 생존율,3,서울,도봉구,소매업,75.1
3년 생존율,3,서울,도봉구,소매업,50.2
5년 생존율,3,서울,도봉구,소매업,37
1년 생존율,3,서울,도봉구,외식업,68.1
3년 생존율,3,서울,도봉구,외식업,36.7
5년 생존율,3,서울,도봉구,외식업,23.8
1년 생존율,4,서울,도봉구,서비스업,76.4
3년 생존율,4,서울,도봉구,서비스업,54.4
5년 생존율,4,서울,도봉구,서비스업,41
1년 생존율,4,서울,도봉구,소매업,74.9
3년 생존율,4,서울,도봉구,소매업,48.7
5년 생존율,4,서울,도봉구,소매업,37.2
1년 생존율,4,서울,도봉구,외식업,67.2
3년 생존율,4,서울,도봉구,외식업,37.4
5년 생존율,4,서울,도봉구,외식업,22
1년 생존율,1,서울,도봉구,서비스업,75.8
3년 생존율,1,서울,도봉구,서비스업,52.7
5년 생존율,1,서울,도봉구,서비스업,38.6
1년 생존율,1,서울,도봉구,소매업,74.9
3년 생존율,1,서울,도봉구,소매업,50.3
5년 생존율,1,서울,도봉구,소매업,37.7
1년 생존율,1,서울,도봉구,외식업,68.8
